P,Sex,Age,Bigram_Frequency,Conc_initial,Conc_trailing,Freq_initial,Freq_trailing,Group,Initial,LR_Diversity,Letters_initial,Letters_ttrailing,POS_initial,POS_trailing,Phonemes_initial,Phonemes_trailing,Syll_initial,Syll_trailing,Trailing,W_NW,accuracy,correct,correct_response,response_time
5,1,29,363,2.04,2.07,153.49,58.98,4,clearly,215,7,7,Adverb,Verb,6,6,2,2,defined,w,95.67307692,1,[word_response],554
5,1,29,,,,,,0,dimmer,0,6,6,,,,,,,digets,nw,95.215311,0,[nonword_response],902
5,1,29,0,,3.89,,11.71,6,omophagy,0,8,4,Verb,Noun,,,4,1,sigh,w,95.23809524,1,[word_response],486
5,1,29,,,,,,0,common,0,6,6,,,,,,,gruond,nw,95.26066351,1,[nonword_response],518
5,1,29,151,2.64,2.24,2545.66,52.18,4,will,1128,4,4,Verb,Verb,3,3,1,1,gain,w,95.28301887,1,[word_response],885
5,1,29,,,,,,0,labarum,0,7,4,,,,,,,arae,nw,95.30516432,1,[nonword_response],646
5,1,29,49,2.33,3.48,0.99,236.98,5,lagging,1,7,6,Verb,Preposition,5,6,2,2,behind,w,95.3271028,1,[word_response],591
5,1,29,,,,,,0,runny,0,5,6,,,,,,,scorll,nw,95.34883721,1,[nonword_response],715
5,1,29,37,4.14,4.92,1.46,37.7,5,crusty,1,6,5,Adjective,Noun,6,4,2,1,bread,w,95.37037037,1,[word_response],531
5,1,29,,,,,,0,solander,0,8,4,,,,,,,darw,nw,95.39170507,1,[nonword_response],801
5,1,29,32,3.85,4.77,0.68,40.96,5,sinker,1,6,5,Noun,Noun,5,4,2,1,plate,w,95.41284404,1,[word_response],578
5,1,29,,,,,,0,sinker,0,6,4,,,,,,,haet,nw,95.43378995,1,[nonword_response],604
5,1,29,48,2.83,4.25,298.35,89.38,4,support,208,7,7,Noun,Noun,6,5,2,2,machine,w,95.45454545,1,[word_response],488
5,1,29,47,2.07,3.66,182.49,63.25,4,common,269,6,6,Adjective,Noun,5,6,2,2,object,w,95.47511312,1,[word_response],504
5,1,29,,,,,,0,very,0,4,5,,,,,,,braed,nw,95.4954955,1,[nonword_response],599
5,1,29,0,4.77,4.4,0.72,6.06,6,crotch,0,6,6,Noun,Noun,,,1,2,sewing,w,95.51569507,1,[word_response],660
5,1,29,,,,,,0,logomachy,0,9,4,,,,,,,soto,nw,95.53571429,1,[nonword_response],510
5,1,29,,,,,,0,jumentous,0,9,4,,,,,,,tiol,nw,95.55555556,1,[nonword_response],511
5,1,29,11,1.86,4.77,1.32,162,5,hallowed,1,8,6,Adjective,Noun,5,5,2,1,ground,w,95.57522124,1,[word_response],489
5,1,29,0,3.08,2.23,0.96,387.47,6,wanker,0,6,4,Noun,Adverb,,3,2,2,away,w,95.59471366,1,[word_response],554
5,1,29,0,,3.9,,131.15,6,martlet,0,7,5,Noun,Noun,,,2,1,press,w,95.61403509,1,[word_response],1081
5,1,29,,,,,,0,ghostly,0,7,4,,,,,,,lmip,nw,95.63318777,1,[nonword_response],481
5,1,29,0,1.83,4.47,0.06,4.31,6,screwy,0,6,4,Adjective,Noun,,,2,1,kits,w,95.65217391,1,[word_response],562
5,1,29,,,,,,0,ratite,0,6,5,,,,,,,cirsp,nw,95.67099567,1,[nonword_response],559
5,1,29,,,,,,0,thurifer,0,8,4,,,,,,,blie,nw,95.68965517,1,[nonword_response],845
5,1,29,,,,,,0,nacarat,0,7,5,,,,,,,salst,nw,95.70815451,1,[nonword_response],653
5,1,29,11,3.46,4.07,0.73,33.16,5,dimmer,2,6,6,Noun,Verb,4,4,2,1,switch,w,95.72649573,1,[word_response],677
5,1,29,0,,4.89,,4.06,6,nacarat,0,7,5,Adjective,Noun,,,3,1,salts,w,95.74468085,1,[word_response],719
5,1,29,11,4.67,4.68,0.6,141.04,5,musket,1,6,4,Noun,Noun,6,3,2,2,fire,w,95.76271186,1,[word_response],999
5,1,29,0,,4.46,,11.83,6,thurifer,0,8,4,Noun,Noun,,,3,1,bile,w,95.78059072,1,[word_response],705
5,1,29,,,,,,0,crotch,0,6,6,,,,,,,sewnig,nw,95.79831933,1,[nonword_response],665
5,1,29,,,,,,0,living,0,6,4,,,,,,,clel,nw,95.81589958,1,[nonword_response],564
5,1,29,0,,3.28,,357.58,6,zoolatry,0,8,8,Noun,Noun,,6,3,2,business,w,95.83333333,1,[word_response],560
5,1,29,,,,,,0,panurgic,0,8,4,,,,,,,satb,nw,95.85062241,1,[nonword_response],477
5,1,29,,,,,,0,will,0,4,5,,,,,,,pltae,nw,95.8677686,1,[nonword_response],910
5,1,29,239,3.04,2.86,160.08,132.65,4,living,154,6,5,Verb,Adjective,5,4,2,2,alone,w,95.88477366,1,[word_response],575
5,1,29,,,,,,0,support,0,7,4,,,,,,,frie,nw,95.90163934,1,[nonword_response],633
5,1,29,,,,,,0,hallowed,0,8,4,,,,,,,agll,nw,95.91836735,1,[nonword_response],563
5,1,29,0,,4.61,,1.96,6,logomachy,0,9,4,Noun,Noun,,,4,1,soot,w,95.93495935,1,[word_response],641
5,1,29,,,,,,0,marbled,0,7,4,,,,,,,tcuk,nw,95.951417,1,[nonword_response],475
5,1,29,33,3.12,4.89,0.92,43.37,5,runny,1,5,4,Adjective,Noun,4,3,2,1,nose,w,95.96774194,1,[word_response],444
5,1,29,,,,,,0,screwy,0,6,4,,,,,,,kist,nw,95.98393574,1,[nonword_response],655
5,1,29,230,2.13,2.37,725.71,278.13,4,must,448,4,4,Verb,Verb,4,3,1,1,keep,w,96,1,[word_response],505
5,1,29,,,,,,0,omophagy,0,8,4,,,,,,,sihg,nw,96.01593626,1,[nonword_response],441
5,1,29,,,,,,0,just,0,4,6,,,,,,,deisgn,nw,96.03174603,1,[nonword_response],715
5,1,29,0,,3.97,,73.98,6,solander,0,8,4,Noun,Verb,,,3,1,draw,w,96.04743083,1,[word_response],530
5,1,29,84,4.88,4.44,1.65,55.18,5,sickle,1,6,4,Noun,Noun,5,3,2,1,cell,w,96.06299213,1,[word_response],495
5,1,29,,,,,,0,from,0,4,4,,,,,,,godl,nw,96.07843137,1,[nonword_response],560
5,1,29,,,,,,0,lagging,0,7,5,,,,,,,yrads,nw,96.09375,1,[nonword_response],567
5,1,29,,,,,,0,uniped,0,6,4,,,,,,,dsah,nw,96.10894942,1,[nonword_response],437
5,1,29,10,2.7,3.27,0.52,129.39,5,cadence,1,7,6,Noun,Noun,6,5,2,2,design,w,96.12403101,1,[word_response],711
5,1,29,0,,3.39,,7.58,6,uniped,0,6,4,Noun,Noun,,,3,1,dash,w,96.13899614,1,[word_response],511
5,1,29,19,1.86,4.26,2.49,101.42,5,worldly,1,7,5,Adjective,Noun,6,4,2,1,goods,w,96.15384615,1,[word_response],542
5,1,29,,,,,,0,wanker,0,6,4,,,,,,,aawy,nw,96.16858238,1,[nonword_response],476
5,1,29,,,,,,0,must,0,4,6,,,,,,,efefct,nw,96.18320611,1,[nonword_response],525
5,1,29,50,3,1.89,117.84,114.94,4,spent,100,5,6,Verb,Adverb,5,5,1,2,nearly,w,96.19771863,1,[word_response],509
5,1,29,,,,,,0,could,0,5,4,,,,,,,culb,nw,96.21212121,1,[nonword_response],493
5,1,29,,,,,,0,zoolatry,0,8,8,,,,,,,buisness,nw,95.8490566,0,[nonword_response],430
5,1,29,,,,,,0,sickle,0,6,5,,,,,,,sttae,nw,95.86466165,1,[nonword_response],383
5,1,29,,,,,,0,musket,0,6,4,,,,,,,leis,nw,95.88014981,1,[nonword_response],516
5,1,29,71,3.93,4.81,1.43,77.92,5,carat,1,5,4,Noun,Noun,5,4,2,1,gold,w,95.89552239,1,[word_response],466
5,1,29,80,2.8,2.04,175.68,100.68,4,total,261,5,4,Adjective,Noun,5,3,2,1,lack,w,95.91078067,1,[word_response],420
5,1,29,,,,,,0,heart,0,5,6,,,,,,,behnid,nw,95.92592593,1,[nonword_response],662
5,1,29,,,,,,0,croquet,0,7,3,,,,,,,pbu,nw,95.94095941,1,[nonword_response],464
5,1,29,10,3.69,1.8,1.09,233.61,5,marbled,1,7,6,Adjective,Noun,7,5,2,2,effect,w,95.95588235,1,[word_response],576
5,1,29,,,,,,0,martlet,0,7,5,,,,,,,perss,nw,95.97069597,1,[nonword_response],540
5,1,29,,,,,,0,total,0,5,6,,,,,,,figrue,nw,95.98540146,1,[nonword_response],600
5,1,29,37,3.03,3,269.92,95.18,4,research,284,8,8,Noun,Noun,5,6,2,2,campaign,w,96,1,[word_response],741
5,1,29,22,1.84,3.3,4135.35,493.85,4,from,3081,4,6,Preposition,Noun,4,5,1,2,number,w,96.01449275,1,[word_response],585
6,1,30,,,,,,0,hoax,0,4,5,,,,,,,laeyr,nw,85.71428571,0,[nonword_response],3000
6,1,30,,,,,,0,building,0,8,5,,,,,,,abvoe,nw,75,0,[nonword_response],3000
6,1,30,,,,,,0,inner,0,5,4,,,,,,,ctiy,nw,66.66666667,0,[nonword_response],3000
6,1,30,10,1.96,2.22,882.75,68.51,2,before,517,6,6,Conjunction,Adjective,5,5,2,2,actual,w,70,1,[word_response],2127
6,1,30,,,,,,0,wide,0,4,5,,,,,,,ragne,nw,63.63636364,0,[nonword_response],3000
6,1,30,10,3.93,3.33,432.84,257.48,2,case,237,4,5,Noun,Preposition,3,4,1,2,above,w,66.66666667,1,[word_response],1824
6,1,30,,,,,,0,always,0,6,6,,,,,,,steret,nw,61.53846154,0,[nonword_response],3000
6,1,30,10,3.04,2.71,463.63,109.4,2,local,568,5,6,Adjective,Noun,5,5,2,2,access,w,64.28571429,1,[word_response],2303
6,1,30,0,,3.08,0.14,199.81,3,stippled ,0,9,5,Verb,Noun,,4,2,1,trade,w,66.66666667,1,[word_response],2370
6,1,30,0,,3.3,0.06,493.85,3,abase,0,5,6,Verb,Noun,,5,2,2,number,w,68.75,1,[word_response],1091
6,1,30,,,,,,0,date,0,4,5,,,,,,,awrad,nw,64.70588235,0,[nonword_response],3000
6,1,30,,,,,,0,really,0,6,4,,,,,,,rian,nw,61.11111111,0,[nonword_response],3000
6,1,30,,,,,,0,stippled ,0,9,4,,,,,,,fcae,nw,57.89473684,0,[nonword_response],3000
6,1,30,8465,3.04,4.52,721.82,365.29,1,last,473,4,5,Number,Noun,4,3,1,1,night,w,60,1,[word_response],1969
6,1,30,10,1.8,3.08,276.11,158.91,2,interest,149,8,7,Noun,Noun,7,5,3,2,account,w,61.9047619,1,[word_response],1955
6,1,30,10,2.37,3.32,896.6,72.9,2,many,975,4,6,Determiner,Adjective,4,5,2,2,active,w,63.63636364,1,[word_response],1944
6,1,30,,,,,,0,slug,0,4,6,,,,,,,acecss,nw,60.86956522,0,[nonword_response],3000
6,1,30,,,,,,0,rethinks,0,8,6,,,,,,,acecpt,nw,58.33333333,0,[nonword_response],3000
6,1,30,0,2.83,2.41,5.09,114.69,3,briskly,8,7,5,Adjective,Verb,,3,2,2,allow,w,60,1,[word_response],974
6,1,30,,,,,,0,armed,0,5,6,,,,,,,focres,nw,57.69230769,0,[nonword_response],3000
6,1,30,10,2.22,2.31,9.91,57.8,2,enforced,11,8,7,Verb,Noun,7,6,2,2,absence,w,55.55555556,0,[word_response],3000
6,1,30,10,1.71,3.03,462.28,98.07,2,always,567,6,6,Adverb,Verb,5,6,2,2,accept,w,57.14285714,1,[word_response],2567
6,1,30,,,,,,0,systems,0,7,6,,,,,,,acutal,nw,55.17241379,0,[nonword_response],2336
6,1,30,0,3.64,2.35,32.48,187.78,3,cycle,44,5,8,Verb,Noun,,7,2,2,language,w,56.66666667,1,[word_response],1342
6,1,30,,,,,,0,local,0,5,8,,,,,,,chidlren,nw,54.83870968,0,[nonword_response],3000
6,1,30,,,,,,0,rustic,0,6,5,,,,,,,thnig,nw,53.125,0,[nonword_response],3000
6,1,30,0,,1.93,16.47,146.92,3,winds,27,5,6,Verb,Verb,,5,1,2,agreed,w,51.51515152,0,[word_response],3000
6,1,30,,,,,,0,case,0,4,5,,,,,,,unoin,nw,50,0,[nonword_response],3001
6,1,30,551,4.44,4.07,81.97,124.94,1,shot,74,4,4,Noun,Adjective,3,3,1,1,dead,w,51.42857143,1,[word_response],2170
6,1,30,5568,2.04,4.72,1421.4,353.52,1,other,1749,5,4,Adjective,Noun,3,4,2,1,hand,w,52.77777778,1,[word_response],1380
6,1,30,10,2.7,2.67,2.43,107.25,2,rustic,1,6,5,Adjective,Noun,6,4,2,1,style,w,54.05405405,1,[word_response],2386
6,1,30,0,2,4.75,0.05,196.14,3,vexes,0,5,6,Verb,Noun,,5,2,1,street,w,55.26315789,1,[word_response],2027
6,1,30,10,3.07,3.07,1549.81,252.03,2,time,569,4,6,Noun,Preposition,3,5,1,2,across,w,56.41025641,1,[word_response],1120
6,1,30,0,,1.76,3.98,4,3,geese,4,5,4,Noun,Noun,,,1,1,wits,w,55,0,[word_response],3000
6,1,30,,,,,,0,many,0,4,4,,,,,,,dnoe,nw,53.65853659,0,[nonword_response],3001
6,1,30,,,,,,0,bloody,0,6,4,,,,,,,hlel,nw,52.38095238,0,[nonword_response],3000
6,1,30,0,2.72,3.68,1.22,0.77,3,trillion,0,8,5,Noun,Verb,,,2,1,droop,w,53.48837209,1,[word_response],2172
6,1,30,512,3.15,4.3,76.29,93.39,1,daily,74,5,4,Adjective,Noun,4,4,2,1,post,w,54.54545455,1,[word_response],1031
6,1,30,,,,,,0,before,0,6,6,,,,,,,grwoth,nw,53.33333333,0,[nonword_response],3000
6,1,30,,,,,,0,last,0,4,5,,,,,,,nihgt,nw,52.17391304,0,[nonword_response],3000
6,1,30,0,4.64,4.8,190.4,189.92,3,building,177,8,4,Noun,Noun,6,3,2,1,food,w,53.19148936,1,[word_response],1926
6,1,30,0,2.17,4.22,0.05,0.75,3,rethinks,0,8,5,Verb,Adjective,,,2,2,scaly,w,52.08333333,0,[word_response],3000
6,1,30,,,,,,0,shot,0,4,4,,,,,,,daed,nw,51.02040816,0,[nonword_response],3000
6,1,30,,,,,,0,enforced,0,8,4,,,,,,,fvie,nw,50,0,[nonword_response],3000
6,1,30,0,4.36,2.53,0.07,489.23,3,gunboat,0,7,5,Noun,Verb,,4,2,1,found,w,50.98039216,1,[word_response],2017
6,1,30,1872,3.6,2.69,47.98,117.75,1,armed,40,5,6,Adjective,Noun,4,6,1,2,forces,w,51.92307692,1,[word_response],994
6,1,30,,,,,,0,award,0,5,5,,,,,,,tilte,nw,50.94339623,0,[nonword_response],3000
6,1,30,11,4.5,2.39,0.6,92.1,2,puck,1,4,4,Noun,Adjective,3,3,1,1,fair,w,51.85185185,1,[word_response],2118
6,1,30,,,,,,0,make,0,4,4,,,,,,,srue,nw,50.90909091,0,[nonword_response],3000
6,1,30,,,,,,0,gunboat,0,7,7,,,,,,,absnece,nw,50,0,[nonword_response],3000
6,1,30,,,,,,0,interest,0,8,4,,,,,,,aicd,nw,49.12280702,0,[nonword_response],3000
6,1,30,12,2.67,4,1.59,194.84,2,hoax,2,4,4,Noun,Verb,4,3,1,1,call,w,50,1,[word_response],1839
6,1,30,0,3.54,1.68,0.19,198.34,3,oaken,0,5,5,Adjective,Determiner,,3,2,1,whose,w,49.15254237,0,[word_response],3000
6,1,30,,,,,,0,oaken,0,5,4,,,,,,,fiar,nw,48.33333333,0,[nonword_response],3000
6,1,30,10,4.04,3.18,0.82,64.07,2,slush,1,5,4,Noun,Noun,4,4,1,1,fund,w,49.18032787,1,[word_response],1838
6,1,30,2745,3.06,3.22,121.31,204.27,1,wide,115,4,5,Adjective,Noun,3,4,1,1,range,w,50,1,[word_response],1961
6,1,30,10,3.13,4.87,1.21,349.78,2,craggy,1,6,4,Adjective,Noun,5,3,2,1,face,w,50.79365079,1,[word_response],1053
6,1,30,,,,,,0,cash,0,4,4,,,,,,,folw,nw,50,0,[nonword_response],3000
6,1,30,,,,,,0,index,0,5,6,,,,,,,clsoed,nw,49.23076923,0,[nonword_response],3000
6,1,30,10,1.44,2.38,480.9,304.1,2,really,505,6,4,Adverb,Adjective,4,4,2,2,able,w,50,1,[word_response],1801
6,1,30,3624,3.9,4.14,162.55,151.14,1,date,92,4,5,Noun,Noun,3,5,1,2,award,w,50.74626866,1,[word_response],1093
6,1,30,,,,,,0,trillion,0,8,7,,,,,,,accuont,nw,50,0,[nonword_response],3000
6,1,30,,,,,,0,markup,0,6,4,,,,,,,wrie,nw,49.27536232,0,[nonword_response],3000
6,1,30,,,,,,0,credit,0,6,4,,,,,,,crad,nw,48.57142857,0,[nonword_response],3001
6,1,30,10,2.7,2.35,0.22,187.78,2,markup,1,6,8,Noun,Noun,6,7,2,2,language,w,47.88732394,0,[word_response],3000
6,1,30,,,,,,0,cycle,0,5,4,,,,,,,fnud,nw,47.22222222,0,[nonword_response],3000
6,1,30,0,2.94,3.61,172.76,186.52,3,systems,154,7,5,Noun,Adjective,,,2,1,short,w,47.94520548,1,[word_response],2319
6,1,30,,,,,,0,puck,0,4,5,,,,,,,tiems,nw,47.2972973,0,[nonword_response],3000
6,1,30,466,3.43,3.37,46.52,98.77,1,index,52,5,6,Noun,Verb,6,5,2,1,closed,w,48,1,[word_response],2419
6,1,30,,,,,,0,winds,0,5,6,,,,,,,acitve,nw,47.36842105,0,[nonword_response],3000
6,1,30,,,,,,0,geese,0,5,5,,,,,,,stlye,nw,46.75324675,0,[nonword_response],3001
6,1,30,,,,,,0,other,0,5,4,,,,,,,hnad,nw,46.15384615,0,[nonword_response],3000
6,1,30,,,,,,0,briskly,0,7,4,,,,,,,albe,nw,45.56962025,0,[nonword_response],3000
6,1,30,,,,,,0,vexes,0,5,8,,,,,,,lanugage,nw,45,0,[nonword_response],3000
6,1,30,,,,,,0,time,0,4,4,,,,,,,amry,nw,44.44444444,0,[nonword_response],3000
6,1,30,,,,,,0,second,0,6,4,,,,,,,hlaf,nw,43.90243902,0,[nonword_response],3000
6,1,30,4530,2.67,1.73,794.81,245.95,1,make,376,4,4,Verb,Adjective,3,3,1,1,sure,w,44.57831325,1,[word_response],881
6,1,30,,,,,,0,daily,0,5,4,,,,,,,psot,nw,44.04761905,0,[nonword_response],3000
6,1,30,599,2.86,4.79,44.9,232.47,1,inner,65,5,4,Adjective,Noun,3,4,2,2,city,w,44.70588235,1,[word_response],894
6,1,30,0,1.64,4.56,52.8,1.41,3,faith,49,5,4,Noun,Noun,,,1,1,rink,w,45.34883721,1,[word_response],1070
6,1,30,508,2.71,4.9,73.75,57.39,1,credit,109,6,4,Noun,Noun,6,4,2,1,card,w,45.97701149,1,[word_response],839
6,1,30,,,,,,0,craggy,0,6,5,,,,,,,watse,nw,45.45454545,0,[nonword_response],3000
6,1,30,,,,,,0,slush,0,5,8,,,,,,,pratcice,nw,44.94382022,0,[nonword_response],3000
6,1,30,,,,,,0,faith,0,5,6,,,,,,,acorss,nw,44.44444444,0,[nonword_response],3000
6,1,30,1815,4.14,3.32,151.14,97.9,1,award,50,5,5,Noun,Noun,5,5,2,2,title,w,45.05494505,1,[word_response],907
6,1,30,,,,,,0,abase,0,5,4,,,,,,,clal,nw,44.56521739,0,[nonword_response],3000
6,1,30,573,4.48,3.72,85.88,52.44,1,cash,134,4,4,Noun,Noun,3,3,1,1,flow,w,45.16129032,1,[word_response],2982
6,1,30,0,4.64,,2.13,0.89,3,slug,3,4,4,Noun,Verb,,,1,1,gags,w,45.74468085,1,[word_response],979
6,1,30,1769,3.3,3.27,414.54,297.82,1,second,498,6,4,Noun,Determiner,6,3,2,1,half,w,46.31578947,1,[word_response],864
6,1,30,535,4.08,2.41,72.32,53.15,1,bloody,75,6,4,Adjective,Noun,5,3,2,1,hell,w,46.875,1,[word_response],894
6,1,30,207,3.81,4.72,2.9,22.69,1,barbed,1,6,4,Adjective,Noun,5,3,1,1,wire,w,46.39175258,0,[word_response],3000
6,1,30,,,,,,0,fart,0,4,6,,,,,,,ocurse,nw,46.93877551,1,[nonword_response],2058
6,1,30,311,2.5,2.07,158.58,299.1,1,recent,203,6,5,Adjective,Noun,6,4,2,1,times,w,47.47474747,1,[word_response],796
6,1,30,,,,,,0,toxic,0,5,4,,,,,,,tset,nw,48,1,[nonword_response],801
6,1,30,461,1.64,2.52,807.95,171.14,1,good,850,4,8,Adjective,Noun,3,7,1,2,practice,w,48.51485149,1,[word_response],2325
6,1,30,10,4.82,2.29,1241.58,67.68,2,people,679,6,7,Noun,Verb,5,4,2,2,achieve,w,49.01960784,1,[word_response],2843
6,1,30,,,,,,0,larval,0,6,4,,,,,,,ofod,nw,49.51456311,1,[nonword_response],782
6,1,30,0,4.04,2.5,6.46,190.6,3,oval,9,4,7,Adjective,Noun,,3,2,1,hipster,w,49.03846154,0,[word_response],3000
6,1,30,,,,,,0,lifer ,0,6,4,,,,,,,hgus,nw,49.52380952,1,[nonword_response],943
6,1,30,,,,,,0,canned,0,6,4,,,,,,,aggs,nw,49.05660377,0,[nonword_response],3000
6,1,30,,,,,,0,pelvic,0,6,6,,,,,,,strete,nw,49.53271028,1,[nonword_response],152
6,1,30,0,2.82,4.53,0.12,133.35,3,snuffles,0,8,5,Verb,Noun,,,2,2,model,w,50,1,[word_response],1686
6,1,30,,,,,,0,darn,0,4,6,,,,,,,agered,nw,50.4587156,1,[nonword_response],1815
6,1,30,,,,,,0,acid,0,4,5,,,,,,,adedd,nw,50.90909091,1,[nonword_response],1171
6,1,30,4525,2.18,2,4736.93,354.73,1,have,1900,4,4,Verb,Verb,3,3,1,1,done,w,51.35135135,1,[word_response],1944
6,1,30,187,3.62,4.7,12.78,114.41,1,eighth,21,6,4,Number,Noun,2,4,1,2,army,w,51.78571429,1,[word_response],1182
6,1,30,234,4.46,4.25,11.83,49.68,1,bile,17,4,4,Noun,Noun,3,4,1,2,acid,w,52.21238938,1,[word_response],1011
6,1,30,10,2.36,2.74,123.84,153.75,2,quickly,129,7,5,Adverb,Verb,6,4,2,2,added,w,52.63157895,1,[word_response],1038
6,1,30,,,,,,0,reaches,0,7,6,,,,,,,timesr,nw,53.04347826,1,[nonword_response],1417
6,1,30,198,2.5,3.17,44.9,352.11,1,funny,62,5,5,Adjective,Noun,4,3,2,1,thing,w,53.44827586,1,[word_response],1988
6,1,30,,,,,,0,bile,0,4,4,,,,,,,ptah,nw,53.84615385,1,[nonword_response],825
6,1,30,0,2.5,2.03,0.18,199.64,3,berate,0,6,8,Verb,Verb,,7,2,2,involved,w,53.38983051,0,[word_response],3000
6,1,30,17,3.27,4.64,1.46,165.65,2,larval,3,6,5,Adjective,Noun,6,4,2,1,stage,w,53.78151261,1,[word_response],2054
6,1,30,14,3.68,4.8,2.15,189.92,2,canned,3,6,4,Adjective,Noun,4,3,1,1,food,w,54.16666667,1,[word_response],1013
6,1,30,381,3.48,3.87,85.82,407.39,1,fifty,78,5,4,Number,Number,5,3,2,1,five,w,54.54545455,1,[word_response],834
6,1,30,10,2.19,3.89,57.65,70.36,2,secret,69,6,7,Noun,Noun,6,5,2,2,address,w,54.91803279,1,[word_response],881
6,1,30,,,,,,0,chow,0,4,5,,,,,,,trdae,nw,55.28455285,1,[nonword_response],930
6,1,30,,,,,,0,barbed,0,6,5,,,,,,,folor,nw,55.64516129,1,[nonword_response],864
6,1,30,255,3.13,3.24,12.2,67.62,1,toxic,20,5,5,Adjective,Verb,6,4,2,1,waste,w,56,1,[word_response],2146
6,1,30,,,,,,0,give,0,4,8,,,,,,,langugae,nw,56.34920635,1,[nonword_response],2671
6,1,30,,,,,,0,ski,0,3,8,,,,,,,aicrraft,nw,56.69291339,1,[nonword_response],1127
6,1,30,,,,,,0,want,0,4,5,,,,,,,scayl,nw,57.03125,1,[nonword_response],1054
6,1,30,10,1.93,2.73,575.47,104.37,2,want,139,4,6,Verb,Noun,4,5,1,2,advice,w,57.36434109,1,[word_response],824
6,1,30,,,,,,0,rugby,0,5,5,,,,,,,stgae,nw,57.69230769,1,[nonword_response],1019
6,1,30,0,4.18,3.82,1.04,196.94,3,fart,0,4,6,Verb,Adverb,,4,1,1,course,w,58.01526718,1,[word_response],1093
6,1,30,0,,4,1.93,194.84,3,chilli,5,6,4,Noun,Verb,,3,2,1,call,w,58.33333333,1,[word_response],2237
6,1,30,,,,,,0,berate,0,6,8,,,,,,,ivnolved,nw,58.64661654,1,[nonword_response],935
6,1,30,,,,,,0,snuffles,0,8,5,,,,,,,moedl,nw,58.95522388,1,[nonword_response],1010
6,1,30,2083,3.34,4.89,2609.19,466.08,1,their,3442,5,8,Pronoun,Noun,3,7,1,2,children,w,59.25925926,1,[word_response],831
6,1,30,,,,,,0,have,0,4,5,,,,,,,sihgt,nw,59.55882353,1,[nonword_response],729
6,1,30,11,2.83,2.57,451.17,50.4,2,give,248,4,7,Verb,Noun,3,6,1,2,advance,w,59.8540146,1,[word_response],1055
6,1,30,,,,,,0,oval,0,4,7,,,,,,,hispter,nw,60.14492754,1,[nonword_response],1738
6,1,30,0,3.28,4.14,0.11,1.03,3,lifer ,0,6,4,Noun,Verb,,,2,1,hugs,w,60.43165468,1,[word_response],760
6,1,30,,,,,,0,glide,0,5,5,,,,,,,dorop,nw,60.71428571,1,[nonword_response],1117
6,1,30,10,2.77,2.7,356.72,59.67,2,less,479,4,6,Adverb,Adjective,3,5,1,2,afraid,w,60.9929078,1,[word_response],1156
6,1,30,437,4.25,4.97,49.68,65.17,1,acid,70,4,4,Noun,Noun,4,3,2,1,rain,w,61.26760563,1,[word_response],1081
6,1,30,0,4.1,4,3.95,2.22,3,tides,4,5,5,Noun,Adjective,,,1,1,mauve,w,61.53846154,1,[word_response],1152
6,1,30,12,3,3.21,0.78,67.12,2,darn,1,4,5,Adjective,Noun,4,3,1,1,sight,w,61.80555556,1,[word_response],759
6,1,30,0,,3.03,0.14,4.94,3,gimlet,0,6,6,Noun,Verb,,,2,2,coding,w,62.06896552,1,[word_response],892
6,1,30,,,,,,0,people,0,6,6,,,,,,,numebr,nw,62.32876712,1,[nonword_response],2717
6,1,30,,,,,,0,drubs,0,5,5,,,,,,,nugde,nw,61.9047619,0,[nonword_response],917
6,1,30,0,2.34,2.31,962.8,81.81,3,way,263,3,5,Adverb,Verb,,4,1,2,agree,w,62.16216216,1,[word_response],980
6,1,30,,,,,,0,ozone,0,5,7,,,,,,,acheive,nw,61.74496644,0,[nonword_response],929
6,1,30,,,,,,0,way,0,3,5,,,,,,,agere,nw,62,1,[nonword_response],784
6,1,30,,,,,,0,secret,0,6,5,,,,,,,whsoe,nw,62.25165563,1,[nonword_response],1413
6,1,30,0,3.04,4.91,0.85,9.91,3,recede,0,6,5,Verb,Noun,,,2,1,socks,w,62.5,1,[word_response],866
6,1,30,,,,,,0,less,0,4,5,,,,,,,fuond,nw,62.74509804,1,[nonword_response],787
6,1,30,,,,,,0,quickly,0,7,5,,,,,,,allwo,nw,62.98701299,1,[nonword_response],839
6,1,30,,,,,,0,coiled,0,6,5,,,,,,,shrot,nw,63.22580645,1,[nonword_response],729
6,1,30,10,3.37,4.4,337.71,50.78,2,large,468,5,5,Adjective,Noun,4,5,1,2,adult,w,63.46153846,1,[word_response],800
6,1,30,428,4.33,3.38,34.45,176.07,1,rugby,39,5,5,Noun,Noun,5,6,2,2,union,w,63.69426752,1,[word_response],804
6,1,30,,,,,,0,recede,0,6,5,,,,,,,scoks,nw,63.92405063,1,[nonword_response],728
6,1,30,,,,,,0,their,0,5,4,,,,,,,fodo,nw,64.1509434,1,[nonword_response],799
6,1,30,13,3.83,3.89,1.94,59.83,2,coiled,1,6,6,Verb,Noun,4,5,1,2,spring,w,64.375,1,[word_response],818
6,1,30,,,,,,0,hostile,0,7,4,,,,,,,rnik,nw,64.59627329,1,[nonword_response],789
6,1,30,,,,,,0,chilli,0,6,4,,,,,,,acll,nw,64.81481481,1,[nonword_response],826
